"division","tPeriod","sapPlant","family","baseModel","model","name","hours","package","dealer","retailDealer","country","customer","sapStatus","intSupplier","failedPart","supplier","dCode","failedAt","sCategory","sCategoryDetail","buildmonth","buildDate","soldDate","failDate","claimDate","dealerCreditDate","supplierClaimDate","claimNumber","wClaimNumber","engineManufacturer","engineSerialNumber","description","failedPartQuantity","labHrsClaimed","labHrsPaid","partsCosts","labour","travel","otherCosts","uplift","creditVAT","cost","importedDate","importDate","importWeek","postCutIn","nameCount","fourC","status","vetted"
"CP","DOA","0610 -JCB Compact Products Limited","TLH -Telescopic Handlers","525-60","525-60T5","3178233","5","S001 -Standard 12 months","0004004729 -T C HARRISON JCB ALFRETON","0004004729 -T C HARRISON JCB ALFRETON","United Kingdom","#","0239 -Error in rule engine OC","NON","401/F4944 -DECAL 525-60","GATE 7 LTD (GBP)","M -MISALIGNED/ASSY/LOOSE","B -BODYWORK","9 -CAB MISC","80 -DECAL","OCT 2022","31/10/2022","Invalid date","24/11/2022","10/12/2022","2022-12-11T00:00:00.000Z","#","201364219","#","#","5221610080","Complaint- no jcb decals on machine Cause- no decals fitted from build (LEFT LOOSE IN CAB) 401/f4377 Jcb indented under bonnet decal 401/f4944 x2 Made in Britain decal 332/g4584 x2  Hi viz decal Cure - fitted jcb decals",0,1,1,0,0,0,0,0,54.6,0,"2022-12-12T14:05:40.166Z","12/12/2022","50","Yes",0,"No","Open","No"
"CP","DOA","0610 -JCB Compact Products Limited","TLH -Telescopic Handlers","525-60E","525-60E","3065910","3","S013 -Standard 24 months 4000hrs","0004004729 -T C HARRISON JCB ALFRETON","0004004729 -T C HARRISON JCB ALFRETON","United Kingdom","#","0239 -Error in rule engine OC","NON","332/F0839 -BATTERY 12V 1000CCA","PLATINUM INTERNATIONAL LTD","D -DIMENSION/MANUFACTURE","C -ELECTRICS","3 -CHARGE","90 -BATTERY","JAN 2022","29/01/2022","Invalid date","13/10/2022","10/12/2022","2022-12-11T00:00:00.000Z","#","201364236","#","#","XXXX","JCB asked for proactive battery replacement. JCB asked for proactive battery replacement. Old battery pack removed began installing new. Carried out battery replacement. Machine briefly tested and then put on charge. Machine needs hot testing and flattening before charging g up on fast charger and flattening again. Tested charge and all okay",0,8,8,0,0,0,0,0,436.8,0,"2022-12-12T14:05:40.166Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T000","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","435 SV","435S S5","3134223","6","S001 -Standard 12 months","0004005012 -MAGER & WEDEMEYER","0004005012 -MAGER & WEDEMEYER","Germany","MUW-DEMO AGRI","0300 -Claim posted FI/CO (OC)","CABS","334/S8333 -DOOR GAS STRUT","STABILUS GMBH (EUR)","Y -SLIPPING","B -BODYWORK","9 -CAB MISC","39 -DOOR GAS STRUT","AUG 2022","26/08/2022","29/09/2022","23/11/2022","01/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201360048","301324745","#","22549203","The opened cab door closes automatically. Door damper has too little pressure = faulty. Correct mounting of the door damper checked = OK. New door damper fitted and function tested. Door now held in the open position again and no longer closes automatically.",1,0.25,0.25,6.66,11.55,0,8.13,2.75,39.57,29.1,"2022-12-12T14:05:40.167Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T000","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","CWLS SV","409 SV","3056714","6","S001 -Standard 12 months","0004005012 -MAGER & WEDEMEYER","0004024209 -JCB TracTechnik GmbH","Austria","ENDCUSTOMER TBC 9","0239 -Error in rule engine OC","NON","332/F0839 -BATTERY 12V 1000CCA","PLATINUM INTERNATIONAL LTD","I -INOPERATIVE","C -ELECTRICS","3 -CHARGE","90 -BATTERY","JAN 2022","04/01/2022","31/10/2022","21/11/2022","01/12/2022","2022-12-10T00:00:00.000Z","#","201359987","#","#","000000005132000690","The engine cannot be started. The battery is faulty/ short circuit. Machine bypassed and driven to the workshop. Battery test carried out. According to the battery test, there is a battery cell fault Replaced the faulty battery with a new one. Many start attempts made, the engine will now start again without any problems.",0,1.46,1.46,64.39,0,0,0,11.76,226.35,0,"2022-12-12T14:05:40.167Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T000","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","CWLS T4F","409 T4","3056070","2","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004003573 -ALTA CONSTRUCTION EQUIPMENT","USA","NORTHLAND DORF","0239 -Error in rule engine OC","NON","40/910970 -ARM REST KIT ABI","KAB SEATING LIMITED (GBP)","I -INOPERATIVE","B -BODYWORK","9 -CAB MISC","00 -CAB MISC","JUL 2022","14/07/2022","30/09/2022","14/11/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201364138","#","#","000000005218601470","CUSTOMER STATES THE ARM REST IS BROKEN OFF AT TIME OF DELIVERY, PLEASE INSPECT. TECHNICIAN ACCESSED UNIT AND CONFIRMED CUSTOMERS COMPLAINT. TECHNICIAN PERFORMED DIAGNOSTIC AND FOUND ARM REST BROKEN DUE TO MATERIALS FAILURE. ARM REST NEEDS TO BE REPLACED. REMOVED BROKEN PORTION OF THE ARM REST INSTALLED NEW ARMREST. CHECKED AND VERIFIED OPERATION.",1,2,2,20.45,0,0,0,9.62,268.21,0,"2022-12-12T14:05:40.167Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T000","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","MWLS SV","411 S5 HT","2741165","7","S001 -Standard 12 months","0004004726 -GUNN JCB LTD - ALTRINCHAM","0004004726 -GUNN JCB LTD - ALTRINCHAM","United Kingdom","ARNOLD PLANT HIRE LTD","0239 -Error in rule engine OC","NON","334/T9238 -FUEL SENDER 411-416","ELOBAU ELEKTRO GMBH","L -LEAKING","L -ENGINE ANCILLIARIES","3 -FUEL SYSTEM","00 -FUEL SYSTEM MISCELLANEOUS","NOV 2022","09/11/2022","06/12/2022","07/12/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201363783","#","JCB","DP320/41691 U3504822","Complaint Diesel leak Cause Bolts missing Cure Checked machine found diesel leaking from fuel sender in tank due to 2x bolts missing removed fuel sender from fuel tank found bolt hole thread stripped retapped holes to M5 refitted fuel sender fitted new bolts filled fuel tank to brim checked for leaks all ok",0,3,3,0,0,0,0,0,339,0,"2022-12-12T14:05:40.168Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T001","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","427/437 SV","437 S5 HT","2680797","30","S004 -Standard 24 months 3000hrs","0004004754 -M3 TECHWEB AND GARANTIE","0004005408 -LYOMAT","France","M3 BELLEVIGNY","0239 -Error in rule engine OC","NON","400/D4203 -HOSE 1 1/4"" (-20) SAE LP","PARKER HANNIFIN LTD (GBP)","D -DIMENSION/MANUFACTURE","E -HYDRAULICS","6 -HOSES","33 -VALVE RETURN","SEP 2022","16/09/2022","26/10/2022","15/11/2022","02/12/2022","2022-12-10T00:00:00.000Z","#","201360633","#","#","000000000022558822","A RETURN HOSE IS LEAKING AT THE ARTICULATING JOINT MANUFACTURING DEFECT. LEAK LOCATED AT A GROOVE AS SHOWN IN THE PHOTOS DEGREASED THE MACHINE. WARMED MACHINE UP TO TEMPERATURE. REMOVED FLANGE. LOOKED FOR LEAK. REMOVED RETURN HOSE FROM VALVE TO TANK. LOCAL MANUFACTURE OF CUSTOM-FIT HOSE AS MACHINE IS IMMOBILISED. REPLACEMENT OF HOSE. HYDRAULIC LEVEL TOP-UP. TEST CONCLUSIVE",0,3,3,36.85,0,0,0,6.39,373,0,"2022-12-12T14:05:40.169Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T001","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","TM SV","TM320A SV","3133845","21","S001 -Standard 12 months","0004015681 -Tractoralba, S.L.","0004015681 -Tractoralba, S.L.","Spain","HOJAOLI ENERGY","0300 -Claim posted FI/CO (OC)","PWR","320/C9703 -DELTA PRESSURE SENSOR","ROBERT BOSCH LIMITED","I -INOPERATIVE","L -ENGINE ANCILLIARIES","9 -MISCELLANEOUS","20 -EXHAUST GAS PURIFIER","MAY 2022","12/05/2022","24/10/2022","25/10/2022","01/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201359681","301324703","JCB","DP3320/41694 U145252","The machine's engine functionality is limited and does not allow SCR regeneration. The Delta Pressure sensor values are not correct and the SCR level is at 117%. Checked operation with servicemaster. Dismantled and cleaned the Delta Pressure sensor pipes and fittings. Started service regeneration and replaced filter and engine oil.",0,4,4,31.1,117.65,0,8.13,13.86,205.11,170.73,"2022-12-12T14:05:40.171Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T001","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","TM SV","TM320S SV","3175602","83","S001 -Standard 12 months","0004004782 -Agrom Agrartechnik GmbH","0004004782 -Agrom Agrartechnik GmbH","Germany","HECKMANN NICOLAI","0239 -Error in rule engine OC","NON","638/80011 -1-1/4"" BSP LP HOSE","PARKER HANNIFIN LTD (GBP)","L -LEAKING","E -HYDRAULICS","6 -HOSES","00 -MISC.","SEP 2022","05/09/2022","28/10/2022","07/11/2022","05/12/2022","2022-12-10T00:00:00.000Z","#","201361353","#","JCB","DP320/41695/U2684322","Oil leak in gearbox/engine area Hose faulty (bubbles) - hose replaced - Oil refilled - Machine cleaned and checked for leaks",1,1.5,1.5,70.67,0,0,0,22.06,476.38,0,"2022-12-12T14:05:40.172Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T002","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","457 SV","457 S5 ZX","3224097","124","S001 -Standard 12 months","0004004813 -T C HARRISON JCB CHAPELTOWN","0004004729 -T C HARRISON JCB ALFRETON","United Kingdom","BARNSLEY METROPOLITAN BOROUGH","0300 -Claim posted FI/CO (OC)","CABS","400/H5777 -ABI CAB - STD (427-457)","JCB Internally Manufactured Compone","L -LEAKING","B -BODYWORK","9 -CAB MISC","00 -CAB MISC","AUG 2022","29/08/2022","29/09/2022","17/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363325","301324191","#","22552565","Complaint:    Rain water leaking through roof Cause:  Reseal cab roof Corrective Action:    Attend at site and locate machine, find cab headlining wet after rain. Partially remove headlining , find water on cab roof. Find around window dry. Find roof mounted camera. Remove camera  bracket to be able to remove plastic cab roof. Partially remove roof. Find water in both corners where pillars are. Suspect leaking where grommets are. Use window glue and seal . Refit all associated parts. Test lights , beacon works. Try to dry headlining. Find driver and inform  headlining still wet. Machine OK.",0,2.5,2.5,3.61,113.75,0,8.13,1.01,144.95,126.5,"2022-12-12T14:05:40.174Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T002","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","MWLS T4F","417 HT T4F","2891090","24","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004025480 -WINDMILL POWER EQUIPMENT, LTD.","Canada","CLINTAR","0239 -Error in rule engine OC","NON","320/A6064 -SERVICE KIT BV55 TURBO(HI","BORG WARNER AUTOMOTIVE","J -SHORT CIRCUIT/BURN OUT","C -ELECTRICS","0 -SOFTWARE","00 -MISC","JAN 2022","17/01/2022","29/10/2022","01/12/2022","07/12/2022","2022-12-10T00:00:00.000Z","#","201362932","#","#","U3396721","MACHINE IN LIMP MODE FOUND GEOMETRIC TURBO ACTUATOR FAILED INTERNALLY REPLACED ACTUATOR FLASHED NEW SOFTWARE WITH INSTALLATION TOPPED COOLANT LEVEL TESTED AND VERIFIED OPERATION",1,5,5,271.93,0,0,0,238.24,2369.74,0,"2022-12-12T14:05:40.174Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T003","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","427/437 SV","437 S5 HT","2680746","136","S001 -Standard 12 months","0004004726 -GUNN JCB LTD - ALTRINCHAM","0004004726 -GUNN JCB LTD - ALTRINCHAM","United Kingdom","BREEDON AGGREGATES ENGLAND LIMITED","0300 -Claim posted FI/CO (OC)","CABS","400/A7903 -LATCH (P369)","D-LA PORTE SOHNE GMBH (EUR)","A -ADJUSTMENT/PRESSURE","B -BODYWORK","9 -CAB MISC","30 -DOOR","APR 2022","29/04/2022","01/09/2022","10/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363104","301324300","#","000000000022522916","Complaint Door hard to shut Cause Loose door lock post Cure TTS <(>&<)> locate machine, the door is not shutting correctly, door latch post is loose, adjusted and tightened up. Test, all ok.",0,0.5,0.5,0,22.75,80,8.13,0,123.3,110.88,"2022-12-12T14:05:40.180Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T003","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","CWLS SV","409 SV","3056876","123","S001 -Standard 12 months","0004005013 -STAUFEN BAUMASCHINEN GMBH","0004005013 -STAUFEN BAUMASCHINEN GMBH","Germany","STAUFEN KUNDE","0300 -Claim posted FI/CO (OC)","NON","400/V4520 -INFILL PANEL LH","MANPLAS LTD","V -VIBRATION/NOISE","B -BODYWORK","2 -REARFRAME","65 -COVER/PANEL","MAY 2022","04/05/2022","30/08/2022","11/11/2022","01/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201359857","301324727","#","000000005209402010","Panelling behind the cab makes noises Panelling cracked Drove to construction site. Defective panel replaced",1,0.25,0.25,19.21,11.55,92.44,8.13,10.58,220.76,141.92,"2022-12-12T14:05:40.181Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T003","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","TM SV","TM320C SV","3175532","482","S001 -Standard 12 months","0004004734 -WATLING JCB LTD - PETERBOROUGH","0004004737 -WATLING JCB LTD - LEICESTER","United Kingdom","#","0216 -Waiting for Parts","NON","638/80011 -1-1/4"" BSP LP HOSE","PARKER HANNIFIN LTD (GBP)","L -LEAKING","E -HYDRAULICS","6 -HOSES","00 -MISC.","JUL 2022","12/07/2022","23/08/2022","15/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","#","201363045","#","#","320/41694/U2272222","Hyd oil leak Pin hole in hose Removed belly plate and cleaned up area were leak is Started machine and noticed that there was oil seeping through the hose through the layers checked to see it it was coming from elce were but it was seeping out from were the layers of rubber meet New hose req. Travel to site Locate machine Release hyd pressure Remove belly plates for access Remove transmission plate for access Run machine locate leak to a pin hole in hose from valve block to block under sump. Move other hoses out way for access Disconnect failed hose Fit new and tighten Place hoses back in pos",1,3.25,3.25,33.82,0,0,0,9.98,405.14,0,"2022-12-12T14:05:40.181Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T003","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","TM SV","TM320S SV","3175558","126","S001 -Standard 12 months","0004004849 -G & J PECK LTD ( ELY )","0004004849 -G & J PECK LTD ( ELY )","United Kingdom","S W MACHINERY HIRE LTD","0239 -Error in rule engine OC","NON","728/J8518 -LIVELINK 4 2020 ECU 12/24","MICROLISE LTD","I -INOPERATIVE","C -ELECTRICS","6 -EQUIPMENT","25 -TRACKER","JUL 2022","22/07/2022","31/08/2022","17/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","#","201363336","#","#","320/41633/U2434422","NO MACHINE VIEWABLE ON LL PAGE LIVE LINK TICKET NUMBER JLL-13259 FAULTY LL ECU CUSTOMER REPORTED LL NOT RESPONDING. STRIPED DOWN PANELS TO GAIN ACCESS TO LL COMPONENTS. CHECKED MACHINE VISIBILITY AND FOUND MACHINE NOT VISIBLE. FOLLOWED THE PROCEDURE TO CHECK ALL WIRES AND CONNECTIONS. ALL OK. CHECK MACHINE AGAIN. NO CHANGES. RAISED A LL TECHWEB - JLL-13259. ***NO RESPOND FOR OVER 24 HOURS.*** ASKED AGAIN ON THE LL TECHWEB FOR UPDATE. ***NO RESPONSE***. CHECKED ALL SETTING ON THE CURRENT ECU IN THE MEAN TIME. ***NO RESPOND FROM THE TICKET RAISED***. CUSTOMER DESPERATE TO GET THE MACHINE BACK P",1,9.86,9.86,79.78,0,0,0,16.48,851.4,0,"2022-12-12T14:05:40.182Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","T003","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","TM SV","TM420S SV","2742836","1007","S001 -Standard 12 months","0004027898 -OLIVER LANDPOWER STRATFORD","0004019618 -LQG AGRI LIMITED","United Kingdom","ICKE PARTNERS","0239 -Error in rule engine OC","NON","402/F3257 -AC LATCHING PB SWITCH RED","APEM COMPONENTS LTD","I -INOPERATIVE","C -ELECTRICS","8 -SWITCH","16 -AIR CON","FEB 2022","17/02/2022","28/03/2022","07/06/2022","08/12/2022","2022-12-09T00:00:00.000Z","#","201362590","#","#","U0296822","A/C button not working. Failed A/C button, please find photos attached. Travel to farm and investigate A/C issue, order part, later return to site replaced a/c button and tested all okay.",1,0.33,0.33,19.34,0,0,0,4.43,179.2,0,"2022-12-12T14:05:40.182Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","DOA","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","427/437 SV","427 S5 HT","2680308","15","S004 -Standard 24 months 3000hrs","0004004754 -M3 TECHWEB AND GARANTIE","0004005407 -TOPAZ","France","M3 - SERVICES BTP","0239 -Error in rule engine OC","NON","728/C3620 -CM3620 BLANK ECU VARIANT (P90)","PARKER HANNIFIN LTD (GBP)","I -INOPERATIVE","C -ELECTRICS","7 -HYD/ELEC","79 -ENGINE ECU","APR 2022","08/04/2022","29/11/2022","16/11/2022","05/12/2022","2022-12-10T00:00:00.000Z","#","201361126","#","#","22513871","MACHINE WILL NOT START AND INSTRUMENT PANEL DOES NOT LIGHT UP THE MECU IS NO LONGER COMMUNICATING WITH THE OTHER ECUs CHECKED THE ELECTRICAL CIRCUIT. CHECKED THE FUSES. FOUND THAT ALL WERE OK, BUT THAT SOME AFTER-IGNITION FUSES WERE NOT POWERED. THEY ARE POWER VIA RELAYS IGN1-2-3-4-5. AFTER CHECKING, THE COIL FOR THE RELAYS WAS NOT POWERED. THERE IS NO LONGER 24 VOLTS ON WIRE 132 WHICH IS SHUNTED WITH WIRE 120 AND COMES DIRECTLY FROM ECU OUTPUT HSOUT3. THE ECUs ARE NOT COMMUNICATING. ECU FAULT. REMOVAL AND REPLACEMENT OF ECU. UPDATE AND TEST CONCLUSIVE",1,7.5,7.5,106.54,0,0,0,34.13,883.07,0,"2022-12-12T14:05:40.183Z","12/12/2022","50","Yes",0,"No","Open","No"
"EM","DOA","5010 -J.C.B. Earthmovers Limited","WLS -Wheeled Loading Shovels","TM T4F","TM420 T4F","3031299","6","S003 -Standard 24 months 2000hrs","JCB2401 -JCB INC","0004003812 -DINKEL IMPLEMENT CO.","USA","RON BILLINGS","0300 -Claim posted FI/CO (OC)","NON","400/N3485 -WA EXHAUST PIPE FLEX","BENSON COMPONENTS LTD","L -LEAKING","L -ENGINE ANCILLIARIES","7 -EXHAUST","00 -EXHAUST MISCELLANEOUS","SEP 2022","08/09/2022","30/11/2022","15/11/2022","08/12/2022","2022-12-09T00:00:00.000Z","2022-12-09T00:00:00.000Z","201363539","301324457","#","320/41317/U2559422","EXHAUST LEAK LEAK ON EXHAUST PIPE COUPLER AREA checked exhaust noise when machine at full throttle a very distinct whistle is heard form exhaust checked all clamps and connections on exhaust system all ok removed elbow on right side and removed exhaust stack installed exhaust putty in indented area of the coupler of pipe work and reassembled let dry 24 hours ran machine and checked for whistle no whistle",0,1.93,1.93,0,148.25,36.23,8.13,0,184.48,192.37,"2022-12-12T14:05:40.191Z","12/12/2022","50","Yes",0,"No","Open","No"
"HP","T000","3410 -JCB Heavy Products Ltd","MID -360 MIDI Excavators","HYDRADIG","HD110WT 4F","3148830","12","S018 -Standard 24 months 4000hrs","JCB2401 -JCB INC","0004020739 -FORKLIFT SERVICES OF AMERICA","USA","DC FARMS","0239 -Error in rule engine OC","NON","334/F6176 -HOSE suction fan","OAKBRAY LTD  (GBP)","L -LEAKING","E -HYDRAULICS","6 -HOSES","31 -SUCTION","JUL 2022","10/07/2022","29/11/2022","02/12/2022","09/12/2022","2022-12-10T00:00:00.000Z","#","201364147","#","#","U2136222","Hydraulic Leak by fan pump Suction hose leaking During PDI found hydraulic leak at suction hose, checked and tighten clamps.  Cleaned up oily mess, started and tested unit, line still leaking. Order new hose, removed and replaced hose, torqued claims to spec and topped of fluild.  Cleaned up oily mess, started and tested unit, no leaks at this time.",1,2,2,31.62,0,0,0,20.77,359.02,0,"2022-12-12T14:05:40.193Z","12/12/2022","50","Yes",0,"No","Open","No"
"HP","T000","3410 -JCB Heavy Products Ltd","MID -360 MIDI Excavators","HYDRADIG SV","HD110WT SV","3148788","11","S018 -Standard 24 months 4000hrs","0004005408 -LYOMAT","0004005408 -LYOMAT","France","DEMONSTRATION LYOMAT TP","0216 -Waiting for Parts","NON","400/C7266 -215cc REXROTH DRIVE MOTOR","BOSCH REXROTH LIMITED","V -VIBRATION/NOISE","N -PUMPS and MOTORS","2 -MOTORS","10 -TRACK MOTOR","JUN 2022","14/06/2022","24/06/2022","14/11/2022","01/12/2022","2022-12-10T00:00:00.000Z","#","201360150","#","#","U1775022","HYDRAULIC WHISTLING NOISE ON TRANSMISSION MOTOR TRANSMISSION MOTOR INTERNAL FAULT CALL 2262645. AGREEMENT 100 % 15/11/2022: FAULT LOCATION. CHECKED NOISE IN FORWARD AND REVERSE TRAVEL. CHECK. NOISE IS ALSO THERE WITH THE WHEELS LOCKED. NO NOISE IN NEUTRAL. REMOVAL OF LOWER SHIELDS. CHECKED THE MAIN PRESSURE 495 BAR: OK. CHECKED SLIDING CHAMBER PRESSURE: 495 BAR - OK. CHECKED MANUFACTURER'S VALUES. IT SHOULD BE 370 BAR. 17/11/2022 - CHECKED MACHINE UPDATES: OK. AT THE REQUEST OF THE TECHNICAL INSPECTOR, REMOVED SOLENOID VALVE BLOCK ON TRANSMISSION MOTOR. CLEANING AND INSPECTION OK. REFITTED S",1,19.4,19.4,1238.94,0,0,0,315.35,5153.79,0,"2022-12-12T14:05:40.193Z","12/12/2022","50","Yes",0,"No","Open","No"
"HP","T000","3410 -JCB Heavy Products Ltd","TRE -360 Crawler Excavators","130-145 NXG SV","150X L DSV","3172603","7","S018 -Standard 24 months 4000hrs","0004005013 -STAUFEN BAUMASCHINEN GMBH","JCB5701 -JCB KEY ACCOUNT DEUTSCHLAND GMBH","Germany","FLEXCAVO GMBH - HQ","0239 -Error in rule engine OC","NON","729/10642 -BATTERY WET 642","PLATINUM INTERNATIONAL LTD","I -INOPERATIVE","C -ELECTRICS","3 -CHARGE","90 -BATTERY","JUL 2022","22/07/2022","18/08/2022","08/11/2022","01/12/2022","2022-12-10T00:00:00.000Z","#","201359824","#","#","U2274622","Unit not starting Batteries faulty Battery checked. A cell is defective on both batteries. Batteries replaced",2,1.5,1.5,128.77,0,0,0,18.83,323.52,0,"2022-12-12T14:05:40.193Z","12/12/2022","50","Yes",0,"No","Open","No"
"HP","T000","3410 -JCB Heavy Products Ltd","TRE -360 Crawler Excavators","130-145 NXG SV","150X LTDSV","3172531","10","S018 -Standard 24 months 4000hrs","0004005013 -STAUFEN BAUMASCHINEN GMBH","JCB5701 -JCB KEY ACCOUNT DEUTSCHLAND GMBH","Germany","FLEXCAVO GMBH - HQ","0239 -Error in rule engine OC","NON","729/10642 -BATTERY WET 642","PLATINUM INTERNATIONAL LTD","I -INOPERATIVE","C -ELECTRICS","3 -CHARGE","90 -BATTERY","JUL 2022","14/07/2022","29/07/2022","08/11/2022","01/12/2022","2022-12-10T00:00:00.000Z","#","201359841","#","#","U1957422","Unit not starting Batteries faulty Battery checked. A cell is defective on both batteries. Batteries replaced",2,1.5,1.5,128.77,0,0,0,18.83,323.52,0,"2022-12-12T14:05:40.193Z","12/12/2022","50","Yes",0,"No","Open","No"
"HP","T000","3410 -JCB Heavy Products Ltd","WHE -360 Wheeled Excavators","JS WHEELED SV","JS175WT SV","3124264","11","S018 -Standard 24 months 4000hrs","0004005004 -ODENWAELDER BAUMASCHINEN GMBH","0004005004 -ODENWAELDER BAUMASCHINEN GMBH","Germany","ODENW.LDER - DEMO","0300 -Claim posted FI/CO (OC)","NON","700/50164 -INDICATOR LIGHT 24V","ECCO Safety Group","Q -MISSING","C -ELECTRICS","1 -LIGHTS","23 -INDICATOR HOUSING","APR 2022","29/04/2022","25/05/2022","09/11/2022","01/12/2022","2022-12-10T00:00:00.000Z","2022-12-10T00:00:00.000Z","201360069","301324655","#","U1347122","Flasher glasses faulty and not available Flasher glasses missing Flasher lights removed New flasher lights installed function test carried out",2,1,1,8.62,46.22,0,8.13,11.49,189.6,74.46,"2022-12-12T14:05:40.193Z","12/12/2022","50","Yes",0,"No","Open","No"
"HP","T001","3410 -JCB Heavy Products Ltd","MID -360 MIDI Excavators","HYDRADIG SV","HD110WT SV","3079171","19","S018 -Standard 24 months 4000hrs","0004005008 -B.N.G. Baumaschinen u.Nutzfahrzeuge","0004005008 -B.N.G. Baumaschinen u.Nutzfahrzeuge","Germany","#","0239 -Error in rule engine OC","NON","400/Y3806 -ABI ROTARY JOINT 110W","HBS SRL (EUR)","L -LEAKING","B -BODYWORK","7 -KINGPOST/SLEW RING","00 -MISC.","MAR 2022","15/03/2022","Invalid date","20/10/2022","05/12/2022","2022-12-10T00:00:00.000Z","#","201360550","#","#","U0710822","Leakage in the chassis. Rotary feedthrough is faulty. Coolant leak and hydraulic oil leak found on site. Clip from hose at bottom of rotary union loose, clip tightened and coolant topped up. Area cleaned, then further leakage at the top where the rotary union is inserted at the rubber lip, hydraulic oil/cooling water mixture comes out. Have machine transported to Oerel workshop. Hydraulic oil drained, hoses removed from traction motor and lifted out. Suction hoses removed, cardan shafts removed and distributor gearbox on the rotary union, all hoses disconnected at the rotary union. Cable in c",1,98.7,98.7,1459.26,0,0,0,489.73,11282.21,0,"2022-12-12T14:05:40.194Z","12/12/2022","50","Yes",0,"No","Open","No"
"HP","T001","3410 -JCB Heavy Products Ltd","MID -360 MIDI Excavators","HYDRADIG SV","HD110WT SV","3148720","40","S018 -Standard 24 months 4000hrs","0004005061 -FORSCHNER BAU","0004005061 -FORSCHNER BAU","Germany","FORSCHNER - DEMO","0239 -Error in rule engine OC","PWR","320/D9237 -I NXTGen QLS HEAD UNIT","SSI TECHNOLOGIES INC (EUR)","I -INOPERATIVE","C -ELECTRICS","8 -SWITCH","60 -MISC.","APR 2022","14/04/2022","23/11/2022","28/11/2022","01/12/2022","2022-12-10T00:00:00.000Z","#","201359762","#","#","U1088722","Error code P204F. Head unit not working properly. Error memory read out, hoses and lines checked, AdBlue quality checked; OK, AdBlue filter replaced, head unit replaced and all test processes carried out in SM, metering module checked.",1,5.5,5.5,135.3,0,0,0,49.33,1029.55,0,"2022-12-12T14:05:40.194Z","12/12/2022","50","Yes",0,"No","Open","No"
